module,rule_id,rule_name,hit,dimension_type,dimension_name,period_start,period_end,metrics,threshold,evidence
S2,R36,CAC连续上升,False,channel,抖音购物车,2025-08,2025-10,"{""current_cac_rate"": 1.34767962, ""previous_cac_rate"": 1.44444315, ""start_cac_rate"": 1.36173489}",连续3个完整月上升,"[""2025-08 CAC率 1.361735"", ""2025-09 CAC率 1.444443"", ""2025-10 CAC率 1.347680""]"
S2,R37,CAC环比跳升,False,channel,摄影存量,2025-08,2025-09,"{""change_percentage_points"": -0.07808143999999995, ""current_cac_rate"": 0.97009786, ""previous_cac_rate"": 1.0481793}",> 0.05（5个百分点）,"[""2025-08 CAC率 1.048179"", ""2025-09 CAC率 0.970098"", ""环比变化 -0.078081""]"
S2,R37,CAC环比跳升,False,channel,摄影存量,2025-09,2025-10,"{""change_percentage_points"": -0.73574552, ""current_cac_rate"": 0.23435234, ""previous_cac_rate"": 0.97009786}",> 0.05（5个百分点）,"[""2025-09 CAC率 0.970098"", ""2025-10 CAC率 0.234352"", ""环比变化 -0.735746""]"
S2,R36,CAC连续上升,False,channel,摄影存量,2025-08,2025-10,"{""current_cac_rate"": 0.23435234, ""previous_cac_rate"": 0.97009786, ""start_cac_rate"": 1.0481793}",连续3个完整月上升,"[""2025-08 CAC率 1.048179"", ""2025-09 CAC率 0.970098"", ""2025-10 CAC率 0.234352""]"
S2,R37,CAC环比跳升,False,channel,摄影师路白-DY-短直视频,2025-08,2025-09,"{""change_percentage_points"": -0.33562295999999997, ""current_cac_rate"": 0.36205662, ""previous_cac_rate"": 0.69767958}",> 0.05（5个百分点）,"[""2025-08 CAC率 0.697680"", ""2025-09 CAC率 0.362057"", ""环比变化 -0.335623""]"
S2,R37,CAC环比跳升,True,channel,摄影师路白-DY-短直视频,2025-09,2025-10,"{""change_percentage_points"": 0.37157453999999995, ""current_cac_rate"": 0.73363116, ""previous_cac_rate"": 0.36205662}",> 0.05（5个百分点）,"[""2025-09 CAC率 0.362057"", ""2025-10 CAC率 0.733631"", ""环比变化 0.371575""]"
S2,R36,CAC连续上升,False,channel,摄影师路白-DY-短直视频,2025-08,2025-10,"{""current_cac_rate"": 0.73363116, ""previous_cac_rate"": 0.36205662, ""start_cac_rate"": 0.69767958}",连续3个完整月上升,"[""2025-08 CAC率 0.697680"", ""2025-09 CAC率 0.362057"", ""2025-10 CAC率 0.733631""]"
S2,R37,CAC环比跳升,False,channel,敬泽摄影师-DY-短直视频,2025-08,2025-09,"{""change_percentage_points"": -0.24664903999999999, ""current_cac_rate"": 0.75329777, ""previous_cac_rate"": 0.99994681}",> 0.05（5个百分点）,"[""2025-08 CAC率 0.999947"", ""2025-09 CAC率 0.753298"", ""环比变化 -0.246649""]"
S2,R37,CAC环比跳升,True,channel,敬泽摄影师-DY-短直视频,2025-09,2025-10,"{""change_percentage_points"": 0.06421065999999997, ""current_cac_rate"": 0.81750843, ""previous_cac_rate"": 0.75329777}",> 0.05（5个百分点）,"[""2025-09 CAC率 0.753298"", ""2025-10 CAC率 0.817508"", ""环比变化 0.064211""]"
S2,R36,CAC连续上升,False,channel,敬泽摄影师-DY-短直视频,2025-08,2025-10,"{""current_cac_rate"": 0.81750843, ""previous_cac_rate"": 0.75329777, ""start_cac_rate"": 0.99994681}",连续3个完整月上升,"[""2025-08 CAC率 0.999947"", ""2025-09 CAC率 0.753298"", ""2025-10 CAC率 0.817508""]"
S2,R37,CAC环比跳升,False,channel,晓峰老师教音乐-sp-短直视频,2025-08,2025-09,"{""change_percentage_points"": -1.97934954, ""current_cac_rate"": 0.0, ""previous_cac_rate"": 1.97934954}",> 0.05（5个百分点）,"[""2025-08 CAC率 1.979350"", ""2025-09 CAC率 0.000000"", ""环比变化 -1.979350""]"
S2,R37,CAC环比跳升,False,channel,晖正浩原-G-公众号,2025-08,2025-09,"{""change_percentage_points"": -0.2688499000000001, ""current_cac_rate"": 0.92476719, ""previous_cac_rate"": 1.19361709}",> 0.05（5个百分点）,"[""2025-08 CAC率 1.193617"", ""2025-09 CAC率 0.924767"", ""环比变化 -0.268850""]"
S2,R37,CAC环比跳升,False,channel,晖正浩原-G-公众号,2025-09,2025-10,"{""change_percentage_points"": -0.13010106999999993, ""current_cac_rate"": 0.79466612, ""previous_cac_rate"": 0.92476719}",> 0.05（5个百分点）,"[""2025-09 CAC率 0.924767"", ""2025-10 CAC率 0.794666"", ""环比变化 -0.130101""]"
S2,R36,CAC连续上升,False,channel,晖正浩原-G-公众号,2025-08,2025-10,"{""current_cac_rate"": 0.79466612, ""previous_cac_rate"": 0.92476719, ""start_cac_rate"": 1.19361709}",连续3个完整月上升,"[""2025-08 CAC率 1.193617"", ""2025-09 CAC率 0.924767"", ""2025-10 CAC率 0.794666""]"
S2,R37,CAC环比跳升,False,channel,未来时代-G-公众号,2025-08,2025-09,"{""change_percentage_points"": -0.4547455899999999, ""current_cac_rate"": 0.8938333, ""previous_cac_rate"": 1.34857889}",> 0.05（5个百分点）,"[""2025-08 CAC率 1.348579"", ""2025-09 CAC率 0.893833"", ""环比变化 -0.454746""]"
S2,R37,CAC环比跳升,True,channel,未来时代-G-公众号,2025-09,2025-10,"{""change_percentage_points"": 0.6772715299999998, ""current_cac_rate"": 1.57110483, ""previous_cac_rate"": 0.8938333}",> 0.05（5个百分点）,"[""2025-09 CAC率 0.893833"", ""2025-10 CAC率 1.571105"", ""环比变化 0.677272""]"
S2,R36,CAC连续上升,False,channel,未来时代-G-公众号,2025-08,2025-10,"{""current_cac_rate"": 1.57110483, ""previous_cac_rate"": 0.8938333, ""start_cac_rate"": 1.34857889}",连续3个完整月上升,"[""2025-08 CAC率 1.348579"", ""2025-09 CAC率 0.893833"", ""2025-10 CAC率 1.571105""]"
S2,R37,CAC环比跳升,True,channel,杭州乐潼-G-公众号,2025-08,2025-09,"{""change_percentage_points"": 0.32222302, ""current_cac_rate"": 0.98480679, ""previous_cac_rate"": 0.66258377}",> 0.05（5个百分点）,"[""2025-08 CAC率 0.662584"", ""2025-09 CAC率 0.984807"", ""环比变化 0.322223""]"
S2,R37,CAC环比跳升,True,channel,杭州真量-APP-垂直应用,2025-08,2025-09,"{""change_percentage_points"": 2.10263727, ""current_cac_rate"": 3.76092557, ""previous_cac_rate"": 1.6582883}",> 0.05（5个百分点）,"[""2025-08 CAC率 1.658288"", ""2025-09 CAC率 3.760926"", ""环比变化 2.102637""]"
S2,R37,CAC环比跳升,False,channel,杭州真量-APP-垂直应用,2025-09,2025-10,"{""change_percentage_points"": -2.5842107299999997, ""current_cac_rate"": 1.17671484, ""previous_cac_rate"": 3.76092557}",> 0.05（5个百分点）,"[""2025-09 CAC率 3.760926"", ""2025-10 CAC率 1.176715"", ""环比变化 -2.584211""]"
S2,R36,CAC连续上升,False,channel,杭州真量-APP-垂直应用,2025-08,2025-10,"{""current_cac_rate"": 1.17671484, ""previous_cac_rate"": 3.76092557, ""start_cac_rate"": 1.6582883}",连续3个完整月上升,"[""2025-08 CAC率 1.658288"", ""2025-09 CAC率 3.760926"", ""2025-10 CAC率 1.176715""]"
S2,R37,CAC环比跳升,False,channel,欣姐食养记-SY-小绿书,2025-08,2025-09,"{""change_percentage_points"": 0.0, ""current_cac_rate"": 0.0, ""previous_cac_rate"": 0.0}",> 0.05（5个百分点）,"[""2025-08 CAC率 0.000000"", ""2025-09 CAC率 0.000000"", ""环比变化 0.000000""]"
S2,R37,CAC环比跳升,False,channel,江西乐达-G-公众号,2025-08,2025-09,"{""change_percentage_points"": -0.0044011399999999146, ""current_cac_rate"": 1.55014085, ""previous_cac_rate"": 1.55454199}",> 0.05（5个百分点）,"[""2025-08 CAC率 1.554542"", ""2025-09 CAC率 1.550141"", ""环比变化 -0.004401""]"
S2,R37,CAC环比跳升,True,channel,江西乐达-G-公众号,2025-09,2025-10,"{""change_percentage_points"": 0.16764574, ""current_cac_rate"": 1.71778659, ""previous_cac_rate"": 1.55014085}",> 0.05（5个百分点）,"[""2025-09 CAC率 1.550141"", ""2025-10 CAC率 1.717787"", ""环比变化 0.167646""]"
S2,R36,CAC连续上升,False,channel,江西乐达-G-公众号,2025-08,2025-10,"{""current_cac_rate"": 1.71778659, ""previous_cac_rate"": 1.55014085, ""start_cac_rate"": 1.55454199}",连续3个完整月上升,"[""2025-08 CAC率 1.554542"", ""2025-09 CAC率 1.550141"", ""2025-10 CAC率 1.717787""]"
S2,R37,CAC环比跳升,True,channel,河北灵创-G-公众号,2025-08,2025-09,"{""change_percentage_points"": 0.05525293999999992, ""current_cac_rate"": 1.92741423, ""previous_cac_rate"": 1.87216129}",> 0.05（5个百分点）,"[""2025-08 CAC率 1.872161"", ""2025-09 CAC率 1.927414"", ""环比变化 0.055253""]"
S2,R37,CAC环比跳升,True,channel,河北灵创-G-公众号,2025-09,2025-10,"{""change_percentage_points"": 0.14510832000000007, ""current_cac_rate"": 2.07252255, ""previous_cac_rate"": 1.92741423}",> 0.05（5个百分点）,"[""2025-09 CAC率 1.927414"", ""2025-10 CAC率 2.072523"", ""环比变化 0.145108""]"
S2,R36,CAC连续上升,True,channel,河北灵创-G-公众号,2025-08,2025-10,"{""current_cac_rate"": 2.07252255, ""previous_cac_rate"": 1.92741423, ""start_cac_rate"": 1.87216129}",连续3个完整月上升,"[""2025-08 CAC率 1.872161"", ""2025-09 CAC率 1.927414"", ""2025-10 CAC率 2.072523""]"
S2,R37,CAC环比跳升,False,channel,河北灵创-G-视频号,2025-08,2025-09,"{""change_percentage_points"": -0.6919156799999999, ""current_cac_rate"": 1.47255443, ""previous_cac_rate"": 2.16447011}",> 0.05（5个百分点）,"[""2025-08 CAC率 2.164470"", ""2025-09 CAC率 1.472554"", ""环比变化 -0.691916""]"
S2,R37,CAC环比跳升,True,channel,河北灵创-G-视频号,2025-09,2025-10,"{""change_percentage_points"": 0.08743377000000008, ""current_cac_rate"": 1.5599882, ""previous_cac_rate"": 1.47255443}",> 0.05（5个百分点）,"[""2025-09 CAC率 1.472554"", ""2025-10 CAC率 1.559988"", ""环比变化 0.087434""]"
S2,R36,CAC连续上升,False,channel,河北灵创-G-视频号,2025-08,2025-10,"{""current_cac_rate"": 1.5599882, ""previous_cac_rate"": 1.47255443, ""start_cac_rate"": 2.16447011}",连续3个完整月上升,"[""2025-08 CAC率 2.164470"", ""2025-09 CAC率 1.472554"", ""2025-10 CAC率 1.559988""]"
S2,R37,CAC环比跳升,True,channel,海学吉米-G-公众号,2025-08,2025-09,"{""change_percentage_points"": 0.06590977000000003, ""current_cac_rate"": 0.52171327, ""previous_cac_rate"": 0.4558035}",> 0.05（5个百分点）,"[""2025-08 CAC率 0.455803"", ""2025-09 CAC率 0.521713"", ""环比变化 0.065910""]"
S2,R37,CAC环比跳升,False,channel,海学吉米-G-公众号,2025-09,2025-10,"{""change_percentage_points"": -0.14544737000000002, ""current_cac_rate"": 0.3762659, ""previous_cac_rate"": 0.52171327}",> 0.05（5个百分点）,"[""2025-09 CAC率 0.521713"", ""2025-10 CAC率 0.376266"", ""环比变化 -0.145447""]"
S2,R36,CAC连续上升,False,channel,海学吉米-G-公众号,2025-08,2025-10,"{""current_cac_rate"": 0.3762659, ""previous_cac_rate"": 0.52171327, ""start_cac_rate"": 0.4558035}",连续3个完整月上升,"[""2025-08 CAC率 0.455803"", ""2025-09 CAC率 0.521713"", ""2025-10 CAC率 0.376266""]"
S2,R37,CAC环比跳升,False,channel,海波-SP-短直视频,2025-08,2025-09,"{""change_percentage_points"": -0.03880907000000011, ""current_cac_rate"": 1.11220893, ""previous_cac_rate"": 1.151018}",> 0.05（5个百分点）,"[""2025-08 CAC率 1.151018"", ""2025-09 CAC率 1.112209"", ""环比变化 -0.038809""]"
S2,R37,CAC环比跳升,True,channel,海波-SP-短直视频,2025-09,2025-10,"{""change_percentage_points"": 0.09398754000000009, ""current_cac_rate"": 1.20619647, ""previous_cac_rate"": 1.11220893}",> 0.05（5个百分点）,"[""2025-09 CAC率 1.112209"", ""2025-10 CAC率 1.206196"", ""环比变化 0.093988""]"
S2,R36,CAC连续上升,False,channel,海波-SP-短直视频,2025-08,2025-10,"{""current_cac_rate"": 1.20619647, ""previous_cac_rate"": 1.11220893, ""start_cac_rate"": 1.151018}",连续3个完整月上升,"[""2025-08 CAC率 1.151018"", ""2025-09 CAC率 1.112209"", ""2025-10 CAC率 1.206196""]"
S2,R37,CAC环比跳升,True,channel,湖南易满-TS-其他异业,2025-09,2025-10,"{""change_percentage_points"": 0.83909534, ""current_cac_rate"": 0.83909534, ""previous_cac_rate"": 0.0}",> 0.05（5个百分点）,"[""2025-09 CAC率 0.000000"", ""2025-10 CAC率 0.839095"", ""环比变化 0.839095""]"
S2,R37,CAC环比跳升,False,channel,湖南浩娱-DY-短直视频,2025-08,2025-09,"{""change_percentage_points"": -0.12297217000000016, ""current_cac_rate"": 1.28694352, ""previous_cac_rate"": 1.40991569}",> 0.05（5个百分点）,"[""2025-08 CAC率 1.409916"", ""2025-09 CAC率 1.286944"", ""环比变化 -0.122972""]"
S2,R37,CAC环比跳升,True,channel,湖南浩娱-DY-短直视频,2025-09,2025-10,"{""change_percentage_points"": 1.5309212300000001, ""current_cac_rate"": 2.81786475, ""previous_cac_rate"": 1.28694352}",> 0.05（5个百分点）,"[""2025-09 CAC率 1.286944"", ""2025-10 CAC率 2.817865"", ""环比变化 1.530921""]"
S2,R36,CAC连续上升,False,channel,湖南浩娱-DY-短直视频,2025-08,2025-10,"{""current_cac_rate"": 2.81786475, ""previous_cac_rate"": 1.28694352, ""start_cac_rate"": 1.40991569}",连续3个完整月上升,"[""2025-08 CAC率 1.409916"", ""2025-09 CAC率 1.286944"", ""2025-10 CAC率 2.817865""]"
S2,R37,CAC环比跳升,False,channel,热门好课,2025-08,2025-09,"{""change_percentage_points"": 0.0, ""current_cac_rate"": 0.0, ""previous_cac_rate"": 0.0}",> 0.05（5个百分点）,"[""2025-08 CAC率 0.000000"", ""2025-09 CAC率 0.000000"", ""环比变化 0.000000""]"
S2,R37,CAC环比跳升,False,channel,热门好课,2025-09,2025-10,"{""change_percentage_points"": 0.0, ""current_cac_rate"": 0.0, ""previous_cac_rate"": 0.0}",> 0.05（5个百分点）,"[""2025-09 CAC率 0.000000"", ""2025-10 CAC率 0.000000"", ""环比变化 0.000000""]"
S2,R36,CAC连续上升,False,channel,热门好课,2025-08,2025-10,"{""current_cac_rate"": 0.0, ""previous_cac_rate"": 0.0, ""start_cac_rate"": 0.0}",连续3个完整月上升,"[""2025-08 CAC率 0.000000"", ""2025-09 CAC率 0.000000"", ""2025-10 CAC率 0.000000""]"
S2,R37,CAC环比跳升,False,channel,爱奇艺,2025-08,2025-09,"{""change_percentage_points"": -0.67772699, ""current_cac_rate"": 1.06494668, ""previous_cac_rate"": 1.74267367}",> 0.05（5个百分点）,"[""2025-08 CAC率 1.742674"", ""2025-09 CAC率 1.064947"", ""环比变化 -0.677727""]"
S2,R37,CAC环比跳升,True,channel,爱奇艺,2025-09,2025-10,"{""change_percentage_points"": 1.0688357400000001, ""current_cac_rate"": 2.13378242, ""previous_cac_rate"": 1.06494668}",> 0.05（5个百分点）,"[""2025-09 CAC率 1.064947"", ""2025-10 CAC率 2.133782"", ""环比变化 1.068836""]"
S2,R36,CAC连续上升,False,channel,爱奇艺,2025-08,2025-10,"{""current_cac_rate"": 2.13378242, ""previous_cac_rate"": 1.06494668, ""start_cac_rate"": 1.74267367}",连续3个完整月上升,"[""2025-08 CAC率 1.742674"", ""2025-09 CAC率 1.064947"", ""2025-10 CAC率 2.133782""]"
S2,R37,CAC环比跳升,True,channel,电商品6,2025-09,2025-10,"{""change_percentage_points"": 1.3855166199999998, ""current_cac_rate"": 2.40562213, ""previous_cac_rate"": 1.02010551}",> 0.05（5个百分点）,"[""2025-09 CAC率 1.020106"", ""2025-10 CAC率 2.405622"", ""环比变化 1.385517""]"
S2,R37,CAC环比跳升,False,channel,电商瑜伽1-包裹卡,2025-08,2025-09,"{""change_percentage_points"": -1.9447225099999998, ""current_cac_rate"": 1.54486412, ""previous_cac_rate"": 3.48958663}",> 0.05（5个百分点）,"[""2025-08 CAC率 3.489587"", ""2025-09 CAC率 1.544864"", ""环比变化 -1.944723""]"
S2,R37,CAC环比跳升,False,channel,电商瑜伽1-包裹卡,2025-09,2025-10,"{""change_percentage_points"": -1.38852762, ""current_cac_rate"": 0.1563365, ""previous_cac_rate"": 1.54486412}",> 0.05（5个百分点）,"[""2025-09 CAC率 1.544864"", ""2025-10 CAC率 0.156336"", ""环比变化 -1.388528""]"
S2,R36,CAC连续上升,False,channel,电商瑜伽1-包裹卡,2025-08,2025-10,"{""current_cac_rate"": 0.1563365, ""previous_cac_rate"": 1.54486412, ""start_cac_rate"": 3.48958663}",连续3个完整月上升,"[""2025-08 CAC率 3.489587"", ""2025-09 CAC率 1.544864"", ""2025-10 CAC率 0.156336""]"
S2,R37,CAC环比跳升,False,channel,电商瑜伽1-直播,2025-08,2025-09,"{""change_percentage_points"": -1.0685928499999997, ""current_cac_rate"": 1.7428003, ""previous_cac_rate"": 2.81139315}",> 0.05（5个百分点）,"[""2025-08 CAC率 2.811393"", ""2025-09 CAC率 1.742800"", ""环比变化 -1.068593""]"
S2,R37,CAC环比跳升,False,channel,百度,2025-08,2025-09,"{""change_percentage_points"": 0.02992777999999996, ""current_cac_rate"": 1.55492206, ""previous_cac_rate"": 1.52499428}",> 0.05（5个百分点）,"[""2025-08 CAC率 1.524994"", ""2025-09 CAC率 1.554922"", ""环比变化 0.029928""]"
S2,R37,CAC环比跳升,False,channel,百度,2025-09,2025-10,"{""change_percentage_points"": -0.17702617999999992, ""current_cac_rate"": 1.37789588, ""previous_cac_rate"": 1.55492206}",> 0.05（5个百分点）,"[""2025-09 CAC率 1.554922"", ""2025-10 CAC率 1.377896"", ""环比变化 -0.177026""]"
S2,R36,CAC连续上升,False,channel,百度,2025-08,2025-10,"{""current_cac_rate"": 1.37789588, ""previous_cac_rate"": 1.55492206, ""start_cac_rate"": 1.52499428}",连续3个完整月上升,"[""2025-08 CAC率 1.524994"", ""2025-09 CAC率 1.554922"", ""2025-10 CAC率 1.377896""]"
S2,R37,CAC环比跳升,False,channel,百度直播,2025-08,2025-09,"{""change_percentage_points"": -1.6650857899999996, ""current_cac_rate"": 2.41387066, ""previous_cac_rate"": 4.07895645}",> 0.05（5个百分点）,"[""2025-08 CAC率 4.078956"", ""2025-09 CAC率 2.413871"", ""环比变化 -1.665086""]"
S2,R37,CAC环比跳升,False,channel,百度直播,2025-09,2025-10,"{""change_percentage_points"": -0.9014138500000002, ""current_cac_rate"": 1.51245681, ""previous_cac_rate"": 2.41387066}",> 0.05（5个百分点）,"[""2025-09 CAC率 2.413871"", ""2025-10 CAC率 1.512457"", ""环比变化 -0.901414""]"
S2,R36,CAC连续上升,False,channel,百度直播,2025-08,2025-10,"{""current_cac_rate"": 1.51245681, ""previous_cac_rate"": 2.41387066, ""start_cac_rate"": 4.07895645}",连续3个完整月上升,"[""2025-08 CAC率 4.078956"", ""2025-09 CAC率 2.413871"", ""2025-10 CAC率 1.512457""]"
S2,R37,CAC环比跳升,False,channel,真祺-sp-短直视频,2025-08,2025-09,"{""change_percentage_points"": -0.04541602, ""current_cac_rate"": 0.85440536, ""previous_cac_rate"": 0.89982138}",> 0.05（5个百分点）,"[""2025-08 CAC率 0.899821"", ""2025-09 CAC率 0.854405"", ""环比变化 -0.045416""]"
S2,R37,CAC环比跳升,False,channel,真祺-sp-短直视频,2025-09,2025-10,"{""change_percentage_points"": -0.06776236999999996, ""current_cac_rate"": 0.78664299, ""previous_cac_rate"": 0.85440536}",> 0.05（5个百分点）,"[""2025-09 CAC率 0.854405"", ""2025-10 CAC率 0.786643"", ""环比变化 -0.067762""]"
S2,R36,CAC连续上升,False,channel,真祺-sp-短直视频,2025-08,2025-10,"{""current_cac_rate"": 0.78664299, ""previous_cac_rate"": 0.85440536, ""start_cac_rate"": 0.89982138}",连续3个完整月上升,"[""2025-08 CAC率 0.899821"", ""2025-09 CAC率 0.854405"", ""2025-10 CAC率 0.786643""]"
S2,R37,CAC环比跳升,False,channel,穿山甲,2025-08,2025-09,"{""change_percentage_points"": -0.04734966000000007, ""current_cac_rate"": 2.15752519, ""previous_cac_rate"": 2.20487485}",> 0.05（5个百分点）,"[""2025-08 CAC率 2.204875"", ""2025-09 CAC率 2.157525"", ""环比变化 -0.047350""]"
S2,R37,CAC环比跳升,False,channel,穿山甲,2025-09,2025-10,"{""change_percentage_points"": -0.8595185499999998, ""current_cac_rate"": 1.29800664, ""previous_cac_rate"": 2.15752519}",> 0.05（5个百分点）,"[""2025-09 CAC率 2.157525"", ""2025-10 CAC率 1.298007"", ""环比变化 -0.859519""]"
S2,R36,CAC连续上升,False,channel,穿山甲,2025-08,2025-10,"{""current_cac_rate"": 1.29800664, ""previous_cac_rate"": 2.15752519, ""start_cac_rate"": 2.20487485}",连续3个完整月上升,"[""2025-08 CAC率 2.204875"", ""2025-09 CAC率 2.157525"", ""2025-10 CAC率 1.298007""]"
S2,R37,CAC环比跳升,False,channel,联合百度,2025-08,2025-09,"{""change_percentage_points"": -0.13313613000000002, ""current_cac_rate"": 1.86391657, ""previous_cac_rate"": 1.9970527}",> 0.05（5个百分点）,"[""2025-08 CAC率 1.997053"", ""2025-09 CAC率 1.863917"", ""环比变化 -0.133136""]"
S2,R37,CAC环比跳升,False,channel,联合百度,2025-09,2025-10,"{""change_percentage_points"": -0.134309, ""current_cac_rate"": 1.72960757, ""previous_cac_rate"": 1.86391657}",> 0.05（5个百分点）,"[""2025-09 CAC率 1.863917"", ""2025-10 CAC率 1.729608"", ""环比变化 -0.134309""]"
S2,R36,CAC连续上升,False,channel,联合百度,2025-08,2025-10,"{""current_cac_rate"": 1.72960757, ""previous_cac_rate"": 1.86391657, ""start_cac_rate"": 1.9970527}",连续3个完整月上升,"[""2025-08 CAC率 1.997053"", ""2025-09 CAC率 1.863917"", ""2025-10 CAC率 1.729608""]"
S2,R37,CAC环比跳升,False,channel,联合视频号,2025-08,2025-09,"{""change_percentage_points"": -0.20522677999999983, ""current_cac_rate"": 3.30608375, ""previous_cac_rate"": 3.51131053}",> 0.05（5个百分点）,"[""2025-08 CAC率 3.511311"", ""2025-09 CAC率 3.306084"", ""环比变化 -0.205227""]"
S2,R37,CAC环比跳升,False,channel,联合视频号,2025-09,2025-10,"{""change_percentage_points"": -2.34596501, ""current_cac_rate"": 0.96011874, ""previous_cac_rate"": 3.30608375}",> 0.05（5个百分点）,"[""2025-09 CAC率 3.306084"", ""2025-10 CAC率 0.960119"", ""环比变化 -2.345965""]"
S2,R36,CAC连续上升,False,channel,联合视频号,2025-08,2025-10,"{""current_cac_rate"": 0.96011874, ""previous_cac_rate"": 3.30608375, ""start_cac_rate"": 3.51131053}",连续3个完整月上升,"[""2025-08 CAC率 3.511311"", ""2025-09 CAC率 3.306084"", ""2025-10 CAC率 0.960119""]"
S2,R37,CAC环比跳升,True,channel,董文立老师-DY-短直视频,2025-08,2025-09,"{""change_percentage_points"": 0.08719565000000007, ""current_cac_rate"": 1.01352269, ""previous_cac_rate"": 0.92632704}",> 0.05（5个百分点）,"[""2025-08 CAC率 0.926327"", ""2025-09 CAC率 1.013523"", ""环比变化 0.087196""]"
S2,R37,CAC环比跳升,True,channel,董文立老师-DY-短直视频,2025-09,2025-10,"{""change_percentage_points"": 0.66442001, ""current_cac_rate"": 1.6779427, ""previous_cac_rate"": 1.01352269}",> 0.05（5个百分点）,"[""2025-09 CAC率 1.013523"", ""2025-10 CAC率 1.677943"", ""环比变化 0.664420""]"
S2,R36,CAC连续上升,True,channel,董文立老师-DY-短直视频,2025-08,2025-10,"{""current_cac_rate"": 1.6779427, ""previous_cac_rate"": 1.01352269, ""start_cac_rate"": 0.92632704}",连续3个完整月上升,"[""2025-08 CAC率 0.926327"", ""2025-09 CAC率 1.013523"", ""2025-10 CAC率 1.677943""]"
S2,R37,CAC环比跳升,False,channel,视频号,2025-08,2025-09,"{""change_percentage_points"": -0.05902531999999994, ""current_cac_rate"": 1.66815004, ""previous_cac_rate"": 1.72717536}",> 0.05（5个百分点）,"[""2025-08 CAC率 1.727175"", ""2025-09 CAC率 1.668150"", ""环比变化 -0.059025""]"
S2,R37,CAC环比跳升,False,channel,视频号,2025-09,2025-10,"{""change_percentage_points"": -0.0976466199999999, ""current_cac_rate"": 1.57050342, ""previous_cac_rate"": 1.66815004}",> 0.05（5个百分点）,"[""2025-09 CAC率 1.668150"", ""2025-10 CAC率 1.570503"", ""环比变化 -0.097647""]"
S2,R36,CAC连续上升,False,channel,视频号,2025-08,2025-10,"{""current_cac_rate"": 1.57050342, ""previous_cac_rate"": 1.66815004, ""start_cac_rate"": 1.72717536}",连续3个完整月上升,"[""2025-08 CAC率 1.727175"", ""2025-09 CAC率 1.668150"", ""2025-10 CAC率 1.570503""]"
S2,R37,CAC环比跳升,True,channel,视频号直播,2025-08,2025-09,"{""change_percentage_points"": 0.47714736000000024, ""current_cac_rate"": 2.10567763, ""previous_cac_rate"": 1.62853027}",> 0.05（5个百分点）,"[""2025-08 CAC率 1.628530"", ""2025-09 CAC率 2.105678"", ""环比变化 0.477147""]"
S2,R37,CAC环比跳升,False,channel,视频号直播,2025-09,2025-10,"{""change_percentage_points"": -0.2849915300000001, ""current_cac_rate"": 1.8206861, ""previous_cac_rate"": 2.10567763}",> 0.05（5个百分点）,"[""2025-09 CAC率 2.105678"", ""2025-10 CAC率 1.820686"", ""环比变化 -0.284992""]"
S2,R36,CAC连续上升,False,channel,视频号直播,2025-08,2025-10,"{""current_cac_rate"": 1.8206861, ""previous_cac_rate"": 2.10567763, ""start_cac_rate"": 1.62853027}",连续3个完整月上升,"[""2025-08 CAC率 1.628530"", ""2025-09 CAC率 2.105678"", ""2025-10 CAC率 1.820686""]"
S2,R37,CAC环比跳升,False,channel,重庆唱歌直播机构达人-DY-短直视频,2025-08,2025-09,"{""change_percentage_points"": -1.62542526, ""current_cac_rate"": 0.0, ""previous_cac_rate"": 1.62542526}",> 0.05（5个百分点）,"[""2025-08 CAC率 1.625425"", ""2025-09 CAC率 0.000000"", ""环比变化 -1.625425""]"
S2,R37,CAC环比跳升,False,channel,重庆唱歌直播机构达人-DY-短直视频,2025-09,2025-10,"{""change_percentage_points"": 0.0, ""current_cac_rate"": 0.0, ""previous_cac_rate"": 0.0}",> 0.05（5个百分点）,"[""2025-09 CAC率 0.000000"", ""2025-10 CAC率 0.000000"", ""环比变化 0.000000""]"
S2,R36,CAC连续上升,False,channel,重庆唱歌直播机构达人-DY-短直视频,2025-08,2025-10,"{""current_cac_rate"": 0.0, ""previous_cac_rate"": 0.0, ""start_cac_rate"": 1.62542526}",连续3个完整月上升,"[""2025-08 CAC率 1.625425"", ""2025-09 CAC率 0.000000"", ""2025-10 CAC率 0.000000""]"
S2,R37,CAC环比跳升,True,channel,长沙昕娱-DY-短直视频,2025-08,2025-09,"{""change_percentage_points"": 2.73878909, ""current_cac_rate"": 3.64114039, ""previous_cac_rate"": 0.9023513}",> 0.05（5个百分点）,"[""2025-08 CAC率 0.902351"", ""2025-09 CAC率 3.641140"", ""环比变化 2.738789""]"
S2,R37,CAC环比跳升,False,channel,鹿邑-摄影粉-DY-直播,2025-08,2025-09,"{""change_percentage_points"": -0.018895890000000026, ""current_cac_rate"": 1.11810736, ""previous_cac_rate"": 1.13700325}",> 0.05（5个百分点）,"[""2025-08 CAC率 1.137003"", ""2025-09 CAC率 1.118107"", ""环比变化 -0.018896""]"
